Probe	Gene	c151	c152	c153	c155	c156	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c179	c180	c181	c184	c185	c186	c188	c189	c191	c192	c193	c194	c195	c197	c199	c200	c201	c202	c203	c205	c206	c207	c208	d122	d123	d124	d125	d126	d128	d130	d131	d132	d133	d134	d136	d137	d138	d139	d140	d141	d142	d143	d144	d145	d148	d149	d150	u127	u129	u135	u146	u147	u154	u157	u158	u176	u177	u178	u182	u183	u187	u190	u196	u198	u204
cg05317024	FOXK1	0.8363856	0.8377889	0.8092	0.8274678	0.7921478	0.8520784	0.8510391	0.8269741	0.8336637	0.8159422	0.815068	0.8519463	0.8088802	0.850446	0.8237153	0.8394435	0.848934	0.8420695	0.8225212	0.8247621	0.8380863	0.8454279	0.8383352	0.8360732	0.8516444	0.8447004	0.805672	0.8484659	0.8504939	0.8317643	0.8562677	0.8878216	0.8450714	0.8430082	0.8364916	0.8295102	0.8205381	0.8387155	0.8197149	0.857916	0.8323448	0.8344091	0.8461297	0.8399895	0.834299	0.8598261	0.8593823	0.8157635	0.8015559	0.8283562	0.8229043	0.8476759	0.8332448	0.8535678	0.8319232	0.8323479	0.8669465	0.8176101	0.835964	0.8420831	0.8358392	0.823194	0.8346884	0.7958742	0.8232436	0.8001755	0.7983899	0.8269656	0.8323935	0.8147934	0.841247	0.837537	0.8426068	0.8296383	0.8335811	0.8359419	0.846807	0.8357034	0.8348303	0.8509411	0.8524143	0.7852485	0.8289747	0.8413797	0.8438789	0.8327051	0.8606152
cg13958495	MRPS2	0.8763238	0.8809712	0.8977028	0.916003	0.8784164	0.8669038	0.9043438	0.8811648	0.8983461	0.8934091	0.8976513	0.8887003	0.9173145	0.9240404	0.9184851	0.8821019	0.8852703	0.8835664	0.8973682	0.9123087	0.9076611	0.9060045	0.9042563	0.9122041	0.9131073	0.9089704	0.8833864	0.8919513	0.9201375	0.8990865	0.899694	0.8898419	0.907706	0.9201935	0.9167097	0.9076804	0.8924425	0.8880509	0.900454	0.9084613	0.8839136	0.8968433	0.9414144	0.8798051	0.9289157	0.8985459	0.9083492	0.9024543	0.8765761	0.8686779	0.9068503	0.909754	0.9096904	0.8845976	0.8936375	0.8795657	0.9201131	0.8952677	0.895217	0.899584	0.9153979	0.8845511	0.8990358	0.8717316	0.8949134	0.8793203	0.8287443	0.8995052	0.913754	0.8663971	0.8930165	0.8475648	0.9004836	0.8808753	0.8750673	0.8916581	0.8750694	0.9241425	0.9038461	0.8863239	0.9044123	0.8704594	0.9049893	0.8982652	0.91773	0.9278029	0.9092693
cg06361984	NDE1	0.9084498	0.8906181	0.8823583	0.8595256	0.8274077	0.8595467	0.8778855	0.8723404	0.8657987	0.9005342	0.9051999	0.8606938	0.8805569	0.9369775	0.8898865	0.8888369	0.8494233	0.9117383	0.9031774	0.8997605	0.9042388	0.9074468	0.9094118	0.9232638	0.9143431	0.8738064	0.8604131	0.9137489	0.8719483	0.864582	0.8657075	0.91436	0.8612785	0.8905386	0.8578973	0.8997574	0.8468193	0.8961283	0.8776708	0.8891767	0.8700432	0.8735305	0.8897135	0.8976052	0.8961883	0.6340554	0.5073581	0.523394	0.5262777	0.6021054	0.5042285	0.575	0.6577171	0.4891618	0.5743535	0.5596265	0.4442732	0.4998847	0.530631	0.5976711	0.5760286	0.4399102	0.571447	0.5021629	0.615196	0.571641	0.6753268	0.4157268	0.6655771	0.5526398	0.5790623	0.6873325	0.5665762	0.5188906	0.8169323	0.8776109	0.857967	0.9015031	0.8863838	0.8839346	0.8612468	0.7856371	0.8837309	0.857276	0.8670141	0.8711014	0.9017094
cg21476940	ITLN1	0.2911693	0.3236963	0.3218639	0.251622	0.3049342	0.2970251	0.2520816	0.2722622	0.2927116	0.2976375	0.2605786	0.3075598	0.3086933	0.3672178	0.2967514	0.3096193	0.329667	0.2796287	0.2817846	0.2768141	0.2580809	0.2861176	0.272718	0.3439422	0.3611023	0.2420977	0.296309	0.2975393	0.309896	0.2768835	0.2178899	0.3089508	0.2646465	0.3065645	0.2748861	0.3049022	0.237242	0.2429052	0.2456767	0.2791869	0.253987	0.179924	0.2558744	0.3115934	0.1700104	0.3286554	0.3518978	0.3416392	0.353062	0.2984819	0.2953939	0.3168471	0.3036872	0.2965837	0.2822779	0.3822113	0.305069	0.3030333	0.3711156	0.3292226	0.3123362	0.35914	0.3435954	0.2286809	0.3151309	0.2773097	0.3286326	0.3299573	0.3624238	0.3304251	0.2597254	0.3270338	0.2491291	0.2931701	0.333738	0.277053	0.2776397	0.2751388	0.3015485	0.3672446	0.308793	0.2463802	0.289723	0.3034538	0.2815502	0.287809	0.2792548
cg22665089	SORBS1	0.09085873	0.08935204	0.1199286	0.1028942	0.1236476	0.1057932	0.08017225	0.08347174	0.08622728	0.0728031	0.08734611	0.08454333	0.1030612	0.08323712	0.09710403	0.09120408	0.1229549	0.1292261	0.1043184	0.0950379	0.1173541	0.09823067	0.08390075	0.1078234	0.08376377	0.1071824	0.1143824	0.1135208	0.09975485	0.08400186	0.08627214	0.09255745	0.08560848	0.07296692	0.1013557	0.09242385	0.1055948	0.1106889	0.1130783	0.1057006	0.1118926	0.09200636	0.1146657	0.110201	0.09222376	0.09258634	0.104753	0.1211867	0.139701	0.1151759	0.1082669	0.09819017	0.09294689	0.1058687	0.1062226	0.07930642	0.0918591	0.08519353	0.1047289	0.1003239	0.1065574	0.1048015	0.09772933	0.1229855	0.105632	0.1034239	0.1012023	0.1112221	0.1220968	0.12575	0.08991197	0.08097339	0.1175112	0.1055011	0.111221	0.09992645	0.1070208	0.1032632	0.09989517	0.09240968	0.09484877	0.1157138	0.093006	0.1026656	0.09908076	0.1196266	0.1239907
cg27496339	BLVRA	0.145649	0.2047079	0.2126064	0.133314	0.1633602	0.1432523	0.146723	0.1549753	0.1891976	0.2664927	0.1389002	0.2343988	0.1743293	0.2746994	0.180212	0.1491251	0.1162728	0.1460732	0.1665928	0.1866786	0.1848967	0.1281176	0.1825637	0.1783495	0.2532987	0.2226061	0.2155307	0.1496268	0.1681566	0.1017623	0.1358722	0.1824734	0.1526833	0.1754668	0.1411715	0.1904553	0.1659632	0.1946211	0.1380585	0.1736639	0.1487998	0.1088825	0.1250352	0.1535847	0.177311	0.5577683	0.4905031	0.4711539	0.4512157	0.491434	0.4065673	0.4210717	0.4445392	0.4257549	0.4287042	0.5072581	0.4358524	0.4376234	0.5910762	0.5188074	0.4295495	0.3828692	0.4529111	0.4885682	0.4460067	0.1931777	0.4395549	0.450591	0.5620155	0.4441593	0.3017969	0.4846626	0.3740644	0.4808542	0.1914316	0.1384454	0.1450526	0.1078134	0.2154466	0.2378819	0.196587	0.1118302	0.1723407	0.2087256	0.1831511	0.1735414	0.1523917
cg23542284	NR2C2AP	0.08748747	0.08568219	0.08954658	0.05528156	0.06919266	0.06119335	0.05136697	0.06008937	0.05574776	0.06108228	0.04776875	0.05765663	0.05099637	0.05312284	0.05974058	0.04216906	0.04485627	0.0558795	0.04576248	0.04545455	0.0410571	0.04813714	0.04599925	0.07090714	0.07603297	0.06624503	0.0638333	0.06342925	0.04130809	0.05814493	0.05250778	0.05642753	0.04984916	0.0446714	0.05626954	0.06157112	0.04877014	0.05409892	0.04779412	0.05391543	0.04446978	0.05573472	0.03761877	0.03827786	0.04925771	0.0832957	0.07818972	0.09332768	0.07757939	0.06475104	0.06398129	0.05719398	0.06184331	0.05197017	0.03997015	0.05372173	0.05674157	0.05132975	0.05993634	0.06047017	0.04011887	0.03787822	0.04731907	0.04334734	0.03617936	0.03863687	0.05272274	0.04647746	0.0521284	0.06950938	0.04776308	0.05169629	0.05506314	0.03635454	0.06313845	0.06050713	0.05438328	0.04794713	0.05395092	0.05076354	0.07122149	0.05370507	0.05921972	0.06423075	0.05880649	0.04478147	0.04196234
cg07338658	LMF1	0.965962	0.97084	0.9807299	0.8716366	0.9651131	0.970433	0.9727303	0.8230623	0.9706247	0.9395914	0.9565597	0.9524503	0.9439195	0.8821263	0.9690209	0.9573618	0.7972162	0.9640615	0.9655072	0.9311575	0.9634471	0.9599859	0.9590701	0.9812759	0.9689206	0.8775613	0.9823546	0.9828437	0.9841061	0.9472115	0.9587836	0.9581206	0.963635	0.9580036	0.9576557	0.9699568	0.9291964	0.8799239	0.9615611	0.9508148	0.9570428	0.7880198	0.7296389	0.9550513	0.9662178	0.7132326	0.6186604	0.701873	0.5506188	0.6917036	0.6835949	0.72087	0.6271727	0.5117978	0.7410293	0.6224212	0.6186372	0.4864427	0.4480864	0.6478266	0.8140984	0.3896976	0.6001135	0.408816	0.5277716	0.7289901	0.5252833	0.4875098	0.5601184	0.7745302	0.4577672	0.6912802	0.7203656	0.6822997	0.9427838	0.9733718	0.8289907	0.9103993	0.9659896	0.9541586	0.9721529	0.9652537	0.674995	0.8693213	0.9271451	0.9575977	0.9700414
cg01378812	DDX52	0.8335867	0.8514842	0.848595	0.841884	0.7797045	0.8381457	0.8180877	0.8408507	0.8482198	0.8627055	0.8225539	0.8632063	0.84427	0.8193936	0.8478077	0.8363994	0.8315869	0.8163636	0.8097025	0.796663	0.8343279	0.8422479	0.8286974	0.8179984	0.8540501	0.8142489	0.7699169	0.8441863	0.8423576	0.8598108	0.8000619	0.8334475	0.8285468	0.8565556	0.8065003	0.8303061	0.7913879	0.792295	0.8057454	0.7964678	0.7997665	0.8357024	0.8410094	0.804431	0.8413934	0.8415757	0.8732213	0.8352313	0.8414316	0.796176	0.8416041	0.8264846	0.8416445	0.839909	0.8386828	0.8276012	0.8268282	0.8126148	0.7990196	0.8385565	0.7983606	0.7865987	0.7990143	0.8329018	0.8523886	0.8201957	0.7971373	0.8299333	0.8468338	0.7819976	0.8893338	0.8198835	0.8367819	0.8298138	0.8072194	0.8198359	0.8228083	0.8370219	0.7929152	0.836391	0.8231248	0.7841095	0.812004	0.8009899	0.8309261	0.7736353	0.8207875
cg04619185	FAM118A	0.06039158	0.07066067	0.06027008	0.04199067	0.05109148	0.04103184	0.03454106	0.04485701	0.03739551	0.03966443	0.03324176	0.03427628	0.03873388	0.04968364	0.04715833	0.03780272	0.03559018	0.03662064	0.04669422	0.04942886	0.03734664	0.04761905	0.03995356	0.06140351	0.05656943	0.0432323	0.05626927	0.04778404	0.04949152	0.04595618	0.03646989	0.04129075	0.03831685	0.04471101	0.04243483	0.03574867	0.04200104	0.041727	0.03555246	0.04511019	0.03683493	0.0419049	0.04108108	0.041952	0.04449978	0.06204724	0.06931935	0.06214144	0.0598464	0.06298362	0.04907421	0.0535081	0.04410424	0.03979496	0.03227662	0.04702434	0.05585125	0.04948068	0.06047516	0.0419648	0.0448118	0.0415051	0.05541987	0.04041511	0.04618391	0.03144439	0.05217559	0.03649875	0.04691829	0.04741331	0.03699722	0.04879835	0.05165986	0.04284891	0.06498906	0.04641415	0.04240037	0.03539523	0.04781753	0.04416629	0.05949988	0.05015562	0.04992591	0.05235759	0.03769668	0.05619484	0.0386458
cg15254881	GRM8	0.3576642	0.3844945	0.3897591	0.4565305	0.4335172	0.3345967	0.3501561	0.5014514	0.2545834	0.2276572	0.4056061	0.3458246	0.248028	0.4717761	0.3580705	0.440782	0.317349	0.3916491	0.361674	0.2430458	0.4071052	0.3557996	0.3190064	0.4097771	0.3567358	0.3105651	0.3593103	0.4622723	0.2576211	0.2753787	0.4256961	0.447331	0.4045113	0.4772817	0.4421053	0.3088557	0.1991498	0.3431273	0.2508139	0.2110837	0.3211112	0.1841044	0.4723611	0.4322267	0.4163801	0.3351443	0.4165211	0.2916965	0.1726283	0.3336549	0.3935602	0.4382083	0.1914993	0.2891114	0.3283068	0.4177726	0.5334333	0.3513991	0.3478644	0.3041247	0.1875156	0.1430308	0.3597619	0.3114575	0.263972	0.4706499	0.3500874	0.3134869	0.2714261	0.3555963	0.2559579	0.3002292	0.2144482	0.2832476	0.368764	0.416952	0.2978905	0.3778807	0.2779901	0.3819045	0.5304729	0.337022	0.534273	0.3758639	0.2165598	0.428551	0.3278115
cg03142697	RUNX1	0.2645012	0.3975657	0.1359233	0.3025404	0.2527901	0.1044084	0.2357077	0.1696199	0.5280559	0.1717043	0.2326233	0.4541469	0.6354913	0.1959441	0.163272	0.2544704	0.5382793	0.3509086	0.4076895	0.2495096	0.3716582	0.2731761	0.1991435	0.1574546	0.2254067	0.2335623	0.188379	0.3595127	0.1320755	0.1346674	0.1808867	0.1518963	0.3470716	0.2770663	0.3426708	0.3197999	0.3683451	0.2517492	0.2523659	0.1164497	0.2863016	0.1679139	0.1851609	0.2694047	0.141229	0.7650056	0.787154	0.6460324	0.639016	0.790171	0.8154923	0.6960371	0.7377564	0.6223355	0.8385406	0.6998069	0.7267908	0.8129115	0.7875828	0.7549051	0.7870113	0.811209	0.8038878	0.8209362	0.5521634	0.7721814	0.7948873	0.6002848	0.8178636	0.7756333	0.8350983	0.7830609	0.7689694	0.7813135	0.1686426	0.2698556	0.2267002	0.4959961	0.4121511	0.1335255	0.1767175	0.1502429	0.2671079	0.1327635	0.1608564	0.1642805	0.3023188
cg19538724	C10orf71	0.7959598	0.8047957	0.7866456	0.7753947	0.7353507	0.779442	0.788002	0.8009034	0.7828341	0.7628691	0.8015867	0.7899123	0.8071958	0.8045366	0.8043535	0.7839077	0.7942887	0.7830052	0.8050695	0.7896523	0.8100317	0.8058258	0.8127378	0.7725531	0.8133039	0.7726453	0.7367457	0.7823558	0.7813348	0.7961662	0.7529572	0.7887647	0.7851705	0.8210946	0.7978337	0.760247	0.7393914	0.7731989	0.8059558	0.7926085	0.7658136	0.7776238	0.7864203	0.7982198	0.8115051	0.8419865	0.8167472	0.78411	0.7674308	0.7548649	0.7927327	0.7573192	0.7953953	0.7821482	0.7902664	0.7464759	0.791299	0.8098456	0.7719846	0.7926243	0.8219602	0.7849655	0.7595916	0.7797216	0.800563	0.7896881	0.7515497	0.7775294	0.806277	0.7370021	0.7959551	0.7461254	0.7943568	0.8046652	0.7831692	0.8066126	0.7780638	0.8208617	0.7963631	0.7801825	0.8034927	0.7471291	0.7545695	0.7762824	0.8168749	0.7722244	0.793285
cg05204097	LMF1	0.8872936	0.8968492	0.8605925	0.7782882	0.8967103	0.8793854	0.8597561	0.7504315	0.8922523	0.8793139	0.8855721	0.8812875	0.8730186	0.8288965	0.8847513	0.8905808	0.7505881	0.9042149	0.8745146	0.8510117	0.8845873	0.8883119	0.9036534	0.8856997	0.9020457	0.7847987	0.8563064	0.8675112	0.8916422	0.8526959	0.8740093	0.8907949	0.9135832	0.9037805	0.8639169	0.8819156	0.8613696	0.8280637	0.9150805	0.883298	0.8958558	0.7535942	0.6914941	0.8588926	0.8913444	0.6851758	0.5501638	0.6044067	0.4828247	0.5650371	0.5720732	0.6192949	0.5361009	0.4166417	0.6335869	0.5372419	0.5200325	0.4190332	0.4001643	0.5631775	0.7489806	0.3848494	0.558172	0.4172793	0.5354862	0.6513948	0.496025	0.4549083	0.5476934	0.6485041	0.3682786	0.6188993	0.6613371	0.58614	0.8446798	0.8875901	0.7675102	0.8241505	0.8481402	0.8915579	0.872921	0.8312997	0.6073887	0.7830235	0.8687041	0.8818707	0.8707278
cg08196561	ZCCHC14	0.5697252	0.6552549	0.484657	0.4677205	0.6018731	0.3207902	0.5453082	0.4265939	0.5883592	0.520059	0.5002621	0.586215	0.6536651	0.5981045	0.6329198	0.4679666	0.4264255	0.5241661	0.4670013	0.596119	0.4624293	0.4740125	0.4364968	0.6010134	0.608931	0.6326496	0.4662599	0.4908391	0.3808511	0.5333732	0.2629896	0.5706681	0.5872705	0.5954962	0.482282	0.5784444	0.5140696	0.4438463	0.5446513	0.5833744	0.4301692	0.2065574	0.4689364	0.4070796	0.375	0.8349015	0.8687451	0.7345175	0.7252396	0.8302885	0.7284955	0.7463834	0.7267331	0.7259259	0.6831086	0.8248447	0.7504803	0.8115183	0.8327202	0.7869928	0.8441526	0.6118923	0.6849735	0.6053143	0.7827957	0.7205438	0.5781058	0.7654269	0.8181818	0.7955002	0.69025	0.8702056	0.8028319	0.7331855	0.4351118	0.5462963	0.4019012	0.3823771	0.5012419	0.508031	0.6152911	0.5276766	0.3870039	0.4638214	0.6146286	0.5022095	0.4860613
cg14122652	CBX8	0.8845913	0.883572	0.8851588	0.8943233	0.8510485	0.8790568	0.8792119	0.8976848	0.8805348	0.8718732	0.8549355	0.8869324	0.8824335	0.9007042	0.8933351	0.8849772	0.8792439	0.8841692	0.8613505	0.8892086	0.8718825	0.8867271	0.9008985	0.8799184	0.9262055	0.8970421	0.8821636	0.8400663	0.8729047	0.8669696	0.8588195	0.9027754	0.8783624	0.894194	0.8641109	0.9210857	0.8909207	0.897934	0.8625233	0.8477475	0.8698903	0.8231745	0.8738557	0.8523962	0.9052269	0.8922608	0.8762485	0.8832209	0.8344498	0.859243	0.8620616	0.903051	0.8796687	0.8851465	0.8532245	0.8503675	0.8867199	0.8765011	0.859852	0.8752077	0.870675	0.8704959	0.8752974	0.8847539	0.8724878	0.8695109	0.874767	0.8595108	0.8732311	0.8717819	0.8901908	0.8531622	0.8470989	0.841517	0.8386104	0.863957	0.8678498	0.8729823	0.9031942	0.8662782	0.9025247	0.8565228	0.8597606	0.869296	0.8781397	0.8589137	0.887699
cg00084338	DLL1	0.3341326	0.4548253	0.6228517	0.5879201	0.5955116	0.7327299	0.7174328	0.6156797	0.5875953	0.4792335	0.5547808	0.8144724	0.5270652	0.7073596	0.6450342	0.4652006	0.4000231	0.4656655	0.3262074	0.4651992	0.4854192	0.6906211	0.5945359	0.3574808	0.6344379	0.4939975	0.4680291	0.7098498	0.6248965	0.3538114	0.5908278	0.2796682	0.7591524	0.8240666	0.63798	0.8020424	0.3550917	0.4121892	0.4346344	0.4674958	0.4332774	0.2540126	0.4989706	0.6711667	0.4882521	0.796392	0.8906948	0.9827529	0.8529844	0.9536116	0.8744628	0.9410559	0.8078593	0.9011716	0.9148965	0.6966875	0.7376081	0.8876522	0.8739571	0.9475501	0.7843389	0.8387423	0.9046589	0.8505555	0.8300092	0.5452916	0.9079981	0.90027	0.8912041	0.8925288	0.9585639	0.9004864	0.9519406	0.812538	0.5915999	0.5637863	0.5530885	0.4193548	0.5255871	0.5823672	0.8879521	0.5505597	0.6225238	0.407134	0.5656633	0.3854603	0.8407636
cg11442173	CYB561	0.9800788	0.9896041	0.9336711	0.8994681	0.9370643	0.9404449	0.9003451	0.9549412	0.9487582	0.9850889	0.9772621	0.9667343	0.9697821	0.9607918	0.9704223	0.8904461	0.9461687	0.9591928	0.9497643	0.921748	0.9310176	0.9118257	0.9630991	0.9574005	0.9724144	0.9691804	0.9697879	0.9432926	0.9675261	0.9706514	0.9395589	0.9772791	0.9803756	0.9712383	0.9645013	0.9612332	0.91688	0.934913	0.9507988	0.9594536	0.940905	0.9286092	0.9565497	0.8508989	0.7086201	0.9688731	0.9913808	0.982805	0.9663557	0.9783009	0.9738589	0.9790811	0.9753729	0.9698194	0.9797738	0.9757085	0.9774162	0.9603856	0.9670603	0.9603925	0.9576877	0.9274825	0.9558471	0.9512381	0.9630755	0.9426941	0.9396775	0.9471554	0.9600639	0.975647	0.9690463	0.9716406	0.9623241	0.9485677	0.9789296	0.9525053	0.9760077	0.89869	0.9233018	0.9512031	0.959863	0.9815898	0.979049	0.9708576	0.9676191	0.9590127	0.9167242
cg11082565	NXN	0.03217158	0.05100544	0.0503743	0.04059213	0.03603945	0.05099868	0.04406089	0.03477155	0.04218423	0.04213657	0.01306112	0.03380318	0.03559127	0.05521839	0.0573118	0.04281551	0.05280957	0.03870491	0.0367242	0.05768818	0.05800742	0.06376184	0.03880174	0.02890229	0.02901414	0.04615238	0.03480299	0.01895398	0.05370133	0.05032194	0.04353344	0.04095604	0.03747072	0.004581359	0.0564945	0.04684601	0.06037109	0.07235523	0.03953406	0.04502994	0.07383863	0.0527307	0.04996983	0.03416978	0.04777228	0.01804065	0.05033247	0.008685634	0.04084881	0.0372507	0.05539017	0.04481984	0.02153276	0.04443151	0.03607448	0.03306358	0.05133985	0.05263158	0.05490237	0.05813954	0.03729366	0.0576047	0.04067796	0.03586498	0.04807092	0.04978355	0.0436676	0.0608337	0.06012493	0.02995818	0.05845439	0.02103896	0.05654921	0.04949676	0.07319014	0.05356493	0.05141308	0.05822281	0.0509019	0.04523196	0.04530337	0.06529979	0.03571043	0.06008287	0.06015936	0.04269329	0.06858742
cg13518079	EBF4	0.4605081	0.4483365	0.4199129	0.3750501	0.2913452	0.2840307	0.3908139	0.3231565	0.4602592	0.2813022	0.3842505	0.3061105	0.4548569	0.1743542	0.1883562	0.1651017	0.1135266	0.2472364	0.2691448	0.3145078	0.1961656	0.3022424	0.3047968	0.3422835	0.4607587	0.3056973	0.2959463	0.3516467	0.4264124	0.3382376	0.4125109	0.3626299	0.243834	0.2811464	0.39	0.2489112	0.08991462	0.3609959	0.1677326	0.4104762	0.2414208	0.06885317	0.2309725	0.1940874	0.2459928	0.6261188	0.6903957	0.7500759	0.717037	0.6458365	0.6798994	0.6998648	0.622905	0.6116524	0.5191377	0.6771406	0.5178702	0.6611918	0.6900028	0.5679429	0.5104603	0.5967904	0.5885376	0.5052154	0.6415425	0.5447514	0.5405559	0.4925834	0.6679859	0.6275892	0.6941772	0.6589717	0.5600137	0.4976162	0.3433037	0.2594835	0.2654999	0.2502883	0.1806452	0.1525756	0.4193225	0.3973538	0.2774702	0.3945409	0.292753	0.283866	0.2589532
cg04951822	OAS1	0.1689012	0.1828676	0.1478974	0.1487941	0.171799	0.1752343	0.1337368	0.2015102	0.1646365	0.1465704	0.167897	0.1808943	0.184786	0.2103797	0.2082067	0.1569395	0.1923145	0.1696232	0.1643706	0.1791133	0.1951852	0.1745217	0.2163627	0.1477808	0.1685744	0.1580177	0.1617433	0.1380613	0.1675148	0.1512944	0.1418073	0.1246499	0.1438475	0.1429235	0.1652905	0.1834239	0.1565156	0.177573	0.1552111	0.1459046	0.190297	0.1396344	0.1813796	0.1667671	0.2026754	0.1676734	0.1741651	0.2061976	0.1673744	0.2085422	0.1798723	0.219937	0.1763453	0.1545887	0.1532635	0.1991125	0.1661875	0.1345696	0.2324597	0.1642439	0.1758855	0.1480874	0.2043203	0.1598383	0.1916001	0.1699115	0.1825345	0.1729484	0.2210172	0.2193226	0.1459797	0.1787709	0.2148598	0.2273457	0.1760547	0.1560956	0.1808381	0.1633212	0.1382214	0.1916601	0.1612666	0.1363636	0.1390959	0.1678244	0.1785901	0.1709581	0.2089854
cg25818583	GP6	0.5819219	0.8097802	0.6772121	0.534808	0.6529502	0.5395597	0.7513698	0.5475221	0.6333521	0.6399069	0.7358693	0.6518972	0.824863	0.6769136	0.8330669	0.7021556	0.664061	0.6082752	0.7771103	0.6302052	0.6773667	0.6514384	0.5654273	0.7441222	0.7041178	0.5462499	0.563286	0.7792752	0.5147523	0.6327365	0.7573903	0.6651228	0.6949854	0.738614	0.7049018	0.6226069	0.5391773	0.5473211	0.5753878	0.7731332	0.5283126	0.3671771	0.5526872	0.6108148	0.7378315	0.3050474	0.4251849	0.4488762	0.3379734	0.398	0.5900661	0.4095561	0.384638	0.3185367	0.3750469	0.4555381	0.3469115	0.343352	0.3235679	0.3236053	0.4068001	0.2483776	0.2852913	0.3538117	0.2936694	0.3787536	0.2739656	0.3123396	0.3415585	0.4432691	0.2991281	0.3713285	0.3248501	0.2891686	0.7115515	0.6449884	0.5883558	0.5823789	0.6785316	0.575844	0.5369148	0.5660196	0.4691928	0.5163403	0.7292004	0.6787641	0.5286431
cg24915717	TECPR1	0.05119816	0.06547008	0.05604404	0.0442997	0.05109521	0.04637227	0.03730695	0.04374114	0.04576645	0.04254579	0.03562514	0.04021979	0.04465	0.04125184	0.05042739	0.04586314	0.0363141	0.03577562	0.03716377	0.04705988	0.04114001	0.04945465	0.05366479	0.05805085	0.0561305	0.04559244	0.0333197	0.05282308	0.04251166	0.04547309	0.03762063	0.03680089	0.03473409	0.03923814	0.03690308	0.0416208	0.03724356	0.04272965	0.04022306	0.04297638	0.03994107	0.04813665	0.05143836	0.03867944	0.04198273	0.06037818	0.05898589	0.06509525	0.04789346	0.04100649	0.03941935	0.04265891	0.04740958	0.03921107	0.0372741	0.04190412	0.04258641	0.05287909	0.05672109	0.04401234	0.04246472	0.03497319	0.04584527	0.03468817	0.03357241	0.03885594	0.05901639	0.02853746	0.04404376	0.04656144	0.04239803	0.04023318	0.04458537	0.03628351	0.05572289	0.04596041	0.04160023	0.04183934	0.04343835	0.03950169	0.05725297	0.04955011	0.04084928	0.04507276	0.05074452	0.04275798	0.03725837
cg22544863	PGLYRP2	0.09384926	0.1512557	0.09507792	0.08227623	0.1323546	0.109113	0.1437995	0.1251343	0.1206349	0.1272147	0.09265967	0.2032434	0.1040915	0.1929221	0.1215038	0.1175987	0.09553058	0.1582359	0.08644994	0.1533359	0.09773842	0.1103846	0.1298174	0.1747142	0.1659557	0.139295	0.1684982	0.1217085	0.124064	0.1031269	0.13321	0.1686231	0.1326824	0.1387571	0.09764367	0.217638	0.1929344	0.1837163	0.1024477	0.1622991	0.161353	0.1483111	0.1403226	0.1228605	0.1027304	0.08058477	0.1024359	0.1347279	0.1271946	0.248113	0.1184039	0.2053329	0.1477599	0.08529758	0.07600383	0.1558148	0.1387273	0.113017	0.1853218	0.1506547	0.09988078	0.1151301	0.2607941	0.1230057	0.1094408	0.06543056	0.2558444	0.1058717	0.102361	0.1951569	0.1262844	0.222908	0.1569017	0.1206112	0.1254276	0.1080199	0.08027565	0.05120955	0.1428571	0.111569	0.1687152	0.1024555	0.2226296	0.1780795	0.1505072	0.1431139	0.1194379
cg03344384	ZDHHC14	0.5401008	0.4509371	0.4503099	0.4721737	0.5135232	0.3791792	0.5548288	0.3742533	0.4706643	0.395803	0.4254529	0.4822222	0.4775049	0.5	0.4654101	0.3982823	0.3468331	0.5100557	0.5019844	0.5055105	0.4798727	0.5761236	0.542554	0.531832	0.4782563	0.4738646	0.5537829	0.4506823	0.4512349	0.5450435	0.2641524	0.3243264	0.4387549	0.5864553	0.479174	0.4706282	0.6031457	0.4656024	0.3850662	0.4389026	0.4332838	0.5646241	0.4253747	0.4547885	0.4761083	0.1503237	0.1010722	0.1000335	0.2481398	0.2386152	0.1321686	0.1553687	0.2217267	0.1106162	0.1942293	0.1483228	0.07416841	0.1214518	0.1482141	0.1102526	0.1787934	0.09057204	0.1698806	0.09966965	0.1536851	0.1411124	0.1778486	0.1445746	0.2279152	0.2194184	0.2161011	0.1883833	0.2225822	0.1129982	0.5122149	0.4719996	0.4842318	0.4758599	0.4129809	0.491555	0.4232067	0.4267491	0.3673593	0.5414895	0.4106421	0.4577961	0.4862664
cg09482050	RLTPR	0.8393986	0.5851877	0.6852201	0.60131	0.7453929	0.7263127	0.6112431	0.6450796	0.5825312	0.6723335	0.751792	0.6827513	0.9085186	0.760231	0.5223665	0.6567551	0.5679791	0.5051331	0.6656446	0.5962821	0.629823	0.7759636	0.6072763	0.6192543	0.5864425	0.6166186	0.6509729	0.5307582	0.6933737	0.6296891	0.5654814	0.7536082	0.7317051	0.6117406	0.8344384	0.7510769	0.7047749	0.6398029	0.4969162	0.6437747	0.5573006	0.5029033	0.6408725	0.518616	0.5869986	0.9595092	0.9706315	0.9907874	0.7923737	0.9617109	0.9455741	0.9396192	0.8858124	0.9744428	0.9194968	0.959051	0.9842797	0.9657301	0.9762557	0.9751417	0.9834277	0.9704797	0.9493671	0.9582977	0.9756185	0.9366935	0.8883762	0.9501815	0.9776568	0.9725631	0.9576865	0.9231756	0.8793437	0.9415548	0.5328214	0.6051934	0.5566843	0.5897682	0.5593462	0.6243813	0.6694976	0.4494034	0.6447098	0.7649285	0.5499285	0.6835799	0.8041964
